gender,age,membership_tier,province,customer_age_days,category,brand,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,promo_name,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,logistics_risk,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_30d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_60d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_90d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_180d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,hist_spend_sum_365d,discount_amount_ratio,category_payment,category_channel,province_payment,is_returned,dataset_split
Male,36,Bronze,Remote_Area,679,Fashion,RunFast,4.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Bank_Transfer,2,1990.0,0.05,0.0,0.05,199.0,3781.0,2,0,22,35,4,0.0,18.9,1,2,0,30-40,0.0,0,0,0.0,0.0,2,0,0.0,7201.0,2,0,0.0,7201.0,2,0,0.0,7201.0,4,0,0.0,10003.5,0.05,Fashion_Bank_Transfer,Fashion_Mobile_App,Remote_Area_Bank_Transfer,0,full_feature_frame
Male,32,Silver,Phuket,802,Supplement,VitaBoost,3.7,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,COD,2,890.0,0.1,0.0,0.1,178.0,1602.0,1,0,5,16,7,0.0,23.033333333333335,1,3,0,30-40,0.0,1,0,0.0,1791.0,2,0,0.0,3411.0,4,0,0.0,6633.0,4,0,0.0,6633.0,6,0,0.0,7785.0,0.1,Supplement_COD,Supplement_Shopee,Phuket_COD,1,full_feature_frame
Female,48,Platinum,Khon Kaen,2251,Home_Appliance,PureAir,4.6,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,Credit_Card,1,4500.0,0.2,0.0,0.2,900.0,3600.0,1,1,8,14,15,0.47,71.33333333333333,1,3,0,40-50,0.01,4,3,0.75,2496.0,5,4,0.8,4088.0,7,5,0.7142857142857143,8728.0,11,5,0.45454545454545453,27848.0,15,7,0.4666666666666667,31560.0,0.2,Home_Appliance_Credit_Card,Home_Appliance_TV_Show,Khon Kaen_Credit_Card,1,full_feature_frame
Other,29,Gold,Songkhla,2492,Fashion,DenimCo,4.2,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,COD,1,890.0,0.15,0.0,0.15,133.5,756.5,3,1,8,68,4,0.75,79.36666666666666,1,3,0,20-30,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,2040.0,2,2,1.0,3553.0,4,3,0.75,6171.0,0.15,Fashion_COD,Fashion_Mobile_App,Songkhla_COD,1,full_feature_frame
Female,60,Gold,Nonthaburi,2051,Cosmetics,SunSafe,4.5,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,COD,2,650.0,0.15,0.0,0.15,195.0,1105.0,3,0,10,4,10,0.0,64.66666666666667,1,3,0,>50,0.0,1,0,0.0,1870.0,2,0,0.0,7820.0,2,0,0.0,7820.0,6,0,0.0,17716.5,8,0,0.0,21448.0,0.15,Cosmetics_COD,Cosmetics_TikTok,Nonthaburi_COD,0,full_feature_frame
Female,47,Bronze,Nonthaburi,1843,Fashion,SilkTouch,3.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Credit_Card,1,2500.0,0.05,0.0,0.05,125.0,2375.0,3,1,18,41,7,0.29,57.733333333333334,1,3,0,40-50,0.02,0,0,0.0,0.0,1,0,0.0,1425.0,1,0,0.0,1425.0,2,0,0.0,1852.5,6,2,0.3333333333333333,17247.5,0.05,Fashion_Credit_Card,Fashion_Shopee,Nonthaburi_Credit_Card,1,full_feature_frame
Male,21,Silver,Remote_Area,2250,Cosmetics,GlowUp,4.9,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,COD,2,450.0,0.1,0.0,0.1,90.0,810.0,2,1,18,25,14,0.21,71.3,1,3,0,20-30,0.05,1,1,1.0,2700.0,1,1,1.0,2700.0,2,1,0.5,4320.0,3,1,0.3333333333333333,8370.0,13,3,0.23076923076923078,27024.0,0.1,Cosmetics_COD,Cosmetics_Mobile_App,Remote_Area_COD,0,full_feature_frame
Female,51,Bronze,Khon Kaen,2288,Electronics,SoundMax,4.0,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Credit_Card,1,1200.0,0.05,0.0,0.05,60.0,1140.0,3,0,21,70,11,0.0,72.56666666666666,1,3,0,>50,0.01,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1691.0,5,0,0.0,6224.0,10,0,0.0,16237.0,0.05,Electronics_Credit_Card,Electronics_Shopee,Khon Kaen_Credit_Card,1,full_feature_frame
Female,22,Bronze,Phuket,2127,Electronics,TimeX,4.7,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Bank_Transfer,2,3500.0,0.05,0.0,0.05,350.0,6650.0,1,0,3,173,6,0.0,67.23333333333333,1,4,0,20-30,0.05,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2280.0,5,0,0.0,6906.5,0.05,Electronics_Bank_Transfer,Electronics_Shopee,Phuket_Bank_Transfer,0,full_feature_frame
Female,23,Gold,Chonburi,1768,Fashion,DenimCo,4.2,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Bank_Transfer,2,890.0,0.15,0.0,0.15,267.0,1513.0,1,0,5,62,5,0.0,55.266666666666666,1,4,0,20-30,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,246.5,3,0,0.0,8589.5,5,0,0.0,12839.5,0.15,Fashion_Bank_Transfer,Fashion_Shopee,Chonburi_Bank_Transfer,0,full_feature_frame
Female,56,Bronze,Phuket,2342,Fashion,RunFast,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Bank_Transfer,1,1990.0,0.05,0.0,0.05,99.5,1890.5,2,0,9,48,6,0.0,74.4,1,4,0,>50,0.0,0,0,0.0,0.0,2,0,0.0,2926.0,2,0,0.0,2926.0,4,0,0.0,4968.5,6,0,0.0,10668.5,0.05,Fashion_Bank_Transfer,Fashion_Mobile_App,Phuket_Bank_Transfer,0,full_feature_frame
Female,26,Gold,Nonthaburi,2415,Fashion,UniStyle,4.5,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Bank_Transfer,2,290.0,0.15,0.0,0.15,87.0,493.0,1,0,10,62,8,0.13,76.83333333333333,1,4,0,20-30,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,595.0,4,1,0.25,10050.0,8,1,0.125,14372.5,0.15,Fashion_Bank_Transfer,Fashion_Shopee,Nonthaburi_Bank_Transfer,1,full_feature_frame
Female,37,Bronze,Nonthaburi,2125,Home_Appliance,CookEasy,4.3,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Credit_Card,1,1500.0,0.05,0.0,0.05,75.0,1425.0,3,0,13,78,7,0.43,67.16666666666667,1,4,0,30-40,0.01,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1140.0,4,3,0.75,5415.0,6,3,0.5,6602.5,0.05,Home_Appliance_Credit_Card,Home_Appliance_Shopee,Nonthaburi_Credit_Card,0,full_feature_frame
Other,33,Bronze,Chiang Mai,938,Home_Appliance,CookEasy,4.3,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,1,1500.0,0.05,0.0,0.05,75.0,1425.0,2,0,17,53,7,0.71,27.6,1,4,0,30-40,0.05,0,0,0.0,0.0,1,0,0.0,332.5,2,1,0.5,1567.5,4,3,0.75,5231.5,7,5,0.7142857142857143,16251.5,0.05,Home_Appliance_Bank_Transfer,Home_Appliance_TikTok,Chiang Mai_Bank_Transfer,0,full_feature_frame
Female,22,Bronze,Songkhla,1794,Supplement,GlowDrink,4.3,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Bank_Transfer,1,1200.0,0.05,0.0,0.05,60.0,1140.0,3,1,18,4,10,0.0,56.13333333333333,1,4,0,20-30,0.0,1,0,0.0,427.5,2,0,0.0,2118.5,4,0,0.0,4921.0,5,0,0.0,5766.5,9,0,0.0,9139.0,0.05,Supplement_Bank_Transfer,Supplement_Shopee,Songkhla_Bank_Transfer,0,full_feature_frame
Female,54,Silver,Chonburi,1026,Electronics,BoomBox,3.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,Credit_Card,2,990.0,0.1,0.0,0.1,198.0,1782.0,3,0,0,139,2,0.0,30.566666666666666,1,5,1,>50,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,8100.0,2,0,0.0,9180.0,0.1,Electronics_Credit_Card,Electronics_TV_Show,Chonburi_Credit_Card,1,full_feature_frame
Female,50,Gold,Khon Kaen,1029,Electronics,TimeX,4.7,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,Bank_Transfer,1,3500.0,0.15,0.0,0.15,525.0,2975.0,1,0,2,10,6,0.0,30.666666666666668,1,5,1,40-50,0.05,1,0,0.0,1513.0,3,0,0.0,8823.0,3,0,0.0,8823.0,4,0,0.0,9843.0,6,0,0.0,13668.0,0.15,Electronics_Bank_Transfer,Electronics_TV_Show,Khon Kaen_Bank_Transfer,0,full_feature_frame
Female,47,Silver,Khon Kaen,2492,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,Credit_Card,2,990.0,0.1,0.0,0.1,198.0,1782.0,3,1,3,64,9,0.44,79.43333333333334,1,5,1,40-50,0.01,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,5040.0,5,1,0.2,11052.0,9,4,0.4444444444444444,14515.5,0.1,Electronics_Credit_Card,Electronics_TV_Show,Khon Kaen_Credit_Card,1,full_feature_frame
Female,66,Bronze,Bangkok,1444,Fashion,SilkTouch,3.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,COD,2,2500.0,0.05,0.0,0.05,250.0,4750.0,2,0,4,149,8,0.38,44.5,1,5,1,>50,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1425.0,7,3,0.42857142857142855,16891.0,0.05,Fashion_COD,Fashion_Mobile_App,Bangkok_COD,1,full_feature_frame
Male,43,Bronze,Nonthaburi,644,Fashion,DenimCo,4.2,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,3,1,8,16,12,0.17,17.833333333333332,1,5,1,40-50,0.0,1,0,0.0,1691.0,1,0,0.0,1691.0,2,1,0.5,6441.0,5,1,0.2,15247.5,11,2,0.18181818181818182,31428.5,0.05,Fashion_COD,Fashion_TV_Show,Nonthaburi_COD,0,full_feature_frame
Male,18,Silver,Chiang Mai,605,Cosmetics,SkinLab,4.2,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,COD,1,1200.0,0.1,0.0,0.1,120.0,1080.0,2,1,8,59,5,0.0,16.533333333333335,1,5,1,<20,0.05,0,0,0.0,0.0,1,0,0.0,1602.0,2,0,0.0,2403.0,4,0,0.0,4833.0,5,0,0.0,7083.0,0.1,Cosmetics_COD,Cosmetics_Shopee,Chiang Mai_COD,0,full_feature_frame
Female,67,Bronze,Remote_Area,2350,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,COD,1,2800.0,0.05,0.0,0.05,140.0,2660.0,3,1,8,17,8,0.38,74.7,1,5,1,>50,0.05,1,1,1.0,1140.0,1,1,1.0,1140.0,3,1,0.3333333333333333,2802.5,3,1,0.3333333333333333,2802.5,8,3,0.375,18724.5,0.05,Cosmetics_COD,Cosmetics_TikTok,Remote_Area_COD,0,full_feature_frame
Female,49,Gold,Bangkok,2019,Home_Appliance,CookEasy,4.3,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,COD,1,1500.0,0.15,0.0,0.15,225.0,1275.0,1,1,9,26,10,0.0,63.666666666666664,1,5,1,40-50,0.05,1,0,0.0,297.5,1,0,0.0,297.5,1,0,0.0,297.5,3,0,0.0,3417.5,9,0,0.0,17578.5,0.15,Home_Appliance_COD,Home_Appliance_Shopee,Bangkok_COD,1,full_feature_frame
Male,54,Bronze,Bangkok,1211,Home_Appliance,HomePro,4.1,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Credit_Card,1,2200.0,0.05,0.0,0.05,110.0,2090.0,1,0,10,14,6,0.0,36.733333333333334,1,5,1,>50,0.01,2,0,0.0,3800.0,2,0,0.0,3800.0,3,0,0.0,4940.0,5,0,0.0,9110.5,6,0,0.0,10345.5,0.05,Home_Appliance_Credit_Card,Home_Appliance_Mobile_App,Bangkok_Credit_Card,1,full_feature_frame
Female,66,Bronze,Songkhla,1139,Cosmetics,GlowUp,4.9,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,Credit_Card,2,450.0,0.05,0.0,0.05,45.0,855.0,3,0,14,147,3,0.33,34.333333333333336,1,5,1,>50,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,617.5,2,1,0.5,1757.5,0.05,Cosmetics_Credit_Card,Cosmetics_TikTok,Songkhla_Credit_Card,0,full_feature_frame
Female,19,Bronze,Khon Kaen,771,Fashion,RunFast,4.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,Bank_Transfer,1,1990.0,0.05,0.0,0.05,99.5,1890.5,2,0,15,17,10,0.2,22.066666666666666,1,5,1,<20,0.0,1,1,1.0,845.5,1,1,1.0,845.5,2,1,0.5,5025.5,6,2,0.3333333333333333,19361.0,9,2,0.2222222222222222,25669.0,0.05,Fashion_Bank_Transfer,Fashion_Mobile_App,Khon Kaen_Bank_Transfer,0,full_feature_frame
Female,58,Bronze,Songkhla,1187,Fashion,DenimCo,4.2,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,3,0,16,64,7,0.14,35.93333333333333,1,5,1,>50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,0.25,6612.0,6,1,0.16666666666666666,12084.0,7,1,0.14285714285714285,12759.0,0.05,Fashion_Bank_Transfer,Fashion_TikTok,Songkhla_Bank_Transfer,0,full_feature_frame
Female,29,Bronze,Chiang Mai,921,Supplement,OmegaPlus,4.6,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,COD,2,750.0,0.05,0.0,0.05,75.0,1425.0,3,1,17,99,7,0.0,27.066666666666666,1,5,1,20-30,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,4721.5,7,0,0.0,9899.5,0.05,Supplement_COD,Supplement_Shopee,Chiang Mai_COD,0,full_feature_frame
Male,53,Bronze,Songkhla,1885,Supplement,GlowDrink,4.3,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,COD,2,1200.0,0.05,0.0,0.05,120.0,2280.0,3,0,18,113,7,0.57,59.2,1,5,1,>50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,2,0.5,3325.0,6,4,0.6666666666666666,9025.0,0.05,Supplement_COD,Supplement_Mobile_App,Songkhla_COD,0,full_feature_frame
Male,52,Bronze,Remote_Area,2456,Supplement,VitaBoost,3.7,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,1,1,21,16,7,0.43,78.23333333333333,1,5,1,>50,0.0,1,0,0.0,6650.0,1,0,0.0,6650.0,1,0,0.0,6650.0,2,1,0.5,7885.0,6,3,0.5,23465.0,0.05,Supplement_Credit_Card,Supplement_Mobile_App,Remote_Area_Credit_Card,0,full_feature_frame
Female,21,Bronze,Phuket,1036,Supplement,MuscleFuel,4.0,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Bank_Transfer,1,1800.0,0.05,0.0,0.05,90.0,1710.0,3,0,0,48,3,0.67,30.933333333333334,2,6,1,20-30,0.0,0,0,0.0,0.0,1,1,1.0,2280.0,1,1,1.0,2280.0,1,1,1.0,2280.0,3,2,0.6666666666666666,4892.5,0.05,Supplement_Bank_Transfer,Supplement_Shopee,Phuket_Bank_Transfer,0,full_feature_frame
Male,44,Silver,Bangkok,555,Electronics,SoundMax,4.0,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Credit_Card,2,1200.0,0.1,0.0,0.1,240.0,2160.0,1,1,0,133,8,0.0,14.9,2,6,1,40-50,0.01,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,3582.0,5,0,0.0,14634.0,0.1,Electronics_Credit_Card,Electronics_TikTok,Bangkok_Credit_Card,0,full_feature_frame
Female,38,Bronze,Songkhla,1996,Electronics,TimeX,4.7,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,COD,1,3500.0,0.05,0.0,0.05,175.0,3325.0,2,0,0,62,7,0.43,62.93333333333333,2,6,1,30-40,0.02,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,4180.0,3,2,0.6666666666666666,8236.5,6,3,0.5,12891.5,0.05,Electronics_COD,Electronics_TV_Show,Songkhla_COD,1,full_feature_frame
Other,40,Bronze,Songkhla,1563,Fashion,RunFast,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Credit_Card,1,1990.0,0.05,0.0,0.05,99.5,1890.5,1,1,0,21,11,0.55,48.5,2,6,1,30-40,0.0,1,0,0.0,4180.0,1,0,0.0,4180.0,1,0,0.0,4180.0,6,1,0.16666666666666666,13727.5,10,5,0.5,20453.5,0.05,Fashion_Credit_Card,Fashion_Mobile_App,Songkhla_Credit_Card,0,full_feature_frame
Female,40,Bronze,Khon Kaen,1921,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,3,1,0,14,7,0.14,60.43333333333333,2,6,1,30-40,0.01,2,1,0.5,1653.0,3,1,0.3333333333333333,4313.0,3,1,0.3333333333333333,4313.0,4,1,0.25,5453.0,7,1,0.14285714285714285,9813.5,0.05,Electronics_Credit_Card,Electronics_TikTok,Khon Kaen_Credit_Card,0,full_feature_frame
Female,32,Gold,Songkhla,967,Supplement,OmegaPlus,4.6,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Credit_Card,1,750.0,0.15,0.0,0.15,112.5,637.5,1,0,1,14,12,0.33,28.633333333333333,2,6,1,30-40,0.0,1,0,0.0,595.0,2,1,0.5,1351.5,3,1,0.3333333333333333,2286.5,4,2,0.5,3043.0,10,4,0.4,12708.0,0.15,Supplement_Credit_Card,Supplement_TikTok,Songkhla_Credit_Card,1,full_feature_frame
Male,30,Bronze,Remote_Area,2387,Electronics,BoomBox,3.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,COD,1,990.0,0.05,0.0,0.05,49.5,940.5,3,0,8,209,5,0.6,75.96666666666667,2,6,1,20-30,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,3,0.6,5396.0,0.05,Electronics_COD,Electronics_TikTok,Remote_Area_COD,0,full_feature_frame
Female,42,Silver,Khon Kaen,1135,Cosmetics,SunSafe,4.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Bank_Transfer,1,650.0,0.1,0.0,0.1,65.0,585.0,2,0,14,247,1,1.0,34.233333333333334,2,6,1,40-50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1080.0,0.1,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Khon Kaen_Bank_Transfer,0,full_feature_frame
Male,65,Bronze,Bangkok,2049,Electronics,TimeX,4.7,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,Bank_Transfer,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,1,15,3,9,0.33,64.7,2,6,1,>50,0.05,1,0,0.0,2090.0,1,0,0.0,2090.0,4,2,0.5,10307.5,4,2,0.5,10307.5,8,3,0.375,17565.5,0.05,Electronics_Bank_Transfer,Electronics_TV_Show,Bangkok_Bank_Transfer,0,full_feature_frame
Male,43,Bronze,Phuket,1766,Electronics,SoundMax,4.0,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,2,1200.0,0.05,0.0,0.05,120.0,2280.0,3,0,15,23,8,0.13,55.266666666666666,2,6,1,40-50,0.05,2,0,0.0,10431.0,3,1,0.3333333333333333,12122.0,3,1,0.3333333333333333,12122.0,5,1,0.2,18183.0,8,1,0.125,21280.0,0.05,Electronics_Bank_Transfer,Electronics_TikTok,Phuket_Bank_Transfer,0,full_feature_frame
Male,42,Silver,Khon Kaen,1377,Fashion,DenimCo,4.2,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Credit_Card,2,890.0,0.1,0.0,0.1,178.0,1602.0,1,1,16,15,6,0.5,42.3,2,6,1,40-50,0.0,1,1,1.0,6300.0,1,1,1.0,6300.0,1,1,1.0,6300.0,1,1,1.0,6300.0,6,3,0.5,15582.0,0.1,Fashion_Credit_Card,Fashion_Shopee,Khon Kaen_Credit_Card,0,full_feature_frame
Female,22,Bronze,Phuket,725,Supplement,MuscleFuel,4.0,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Credit_Card,2,1800.0,0.05,0.0,0.05,180.0,3420.0,2,0,17,24,10,0.3,20.566666666666666,2,6,1,20-30,0.0,3,1,0.3333333333333333,4550.5,6,3,0.5,6925.5,6,3,0.5,6925.5,8,3,0.375,11390.5,10,3,0.3,13505.0,0.05,Supplement_Credit_Card,Supplement_Mobile_App,Phuket_Credit_Card,1,full_feature_frame
Female,20,Silver,Chiang Mai,2372,Home_Appliance,HomePro,4.1,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Bank_Transfer,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,0,3,49,4,0.0,75.5,2,0,0,<20,0.01,0,0,0.0,0.0,1,0,0.0,3150.0,2,0,0.0,3555.0,2,0,0.0,3555.0,3,0,0.0,4725.0,0.1,Home_Appliance_Bank_Transfer,Home_Appliance_TikTok,Chiang Mai_Bank_Transfer,0,full_feature_frame
Female,23,Bronze,Khon Kaen,882,Fashion,SilkTouch,3.5,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,COD,2,2500.0,0.05,0.0,0.05,250.0,4750.0,2,0,4,26,8,0.13,25.833333333333332,2,0,0,20-30,0.05,1,0,0.0,2280.0,2,1,0.5,2555.5,3,1,0.3333333333333333,5215.5,5,1,0.2,9395.5,8,1,0.125,20586.5,0.05,Fashion_COD,Fashion_Mobile_App,Khon Kaen_COD,0,full_feature_frame
Male,36,Bronze,Remote_Area,679,Supplement,VitaBoost,3.7,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Credit_Card,2,890.0,0.05,0.0,0.05,89.0,1691.0,1,0,5,4,5,0.0,19.066666666666666,2,0,0,30-40,0.0,1,0,0.0,3781.0,3,0,0.0,10982.0,3,0,0.0,10982.0,3,0,0.0,10982.0,5,0,0.0,13784.5,0.05,Supplement_Credit_Card,Supplement_Shopee,Remote_Area_Credit_Card,1,full_feature_frame
Female,36,Bronze,Chiang Mai,997,Supplement,OmegaPlus,4.6,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,COD,1,750.0,0.05,0.0,0.05,37.5,712.5,3,1,8,9,9,0.0,29.666666666666668,2,0,0,30-40,0.0,1,0,0.0,275.5,1,0,0.0,275.5,2,0,0.0,1415.5,5,0,0.0,4835.5,7,0,0.0,8540.5,0.05,Supplement_COD,Supplement_Mobile_App,Chiang Mai_COD,0,full_feature_frame
Female,61,Silver,Bangkok,1704,Cosmetics,SkinLab,4.2,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,Bank_Transfer,2,1200.0,0.1,0.0,0.1,240.0,2160.0,2,0,8,14,5,0.6,53.233333333333334,2,0,0,>50,0.02,1,1,1.0,5040.0,1,1,1.0,5040.0,1,1,1.0,5040.0,1,1,1.0,5040.0,3,2,0.6666666666666666,9990.0,0.1,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Bangkok_Bank_Transfer,0,full_feature_frame
Female,45,Bronze,Chonburi,2418,Electronics,SoundMax,4.0,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,COD,1,1200.0,0.05,0.0,0.05,60.0,1140.0,1,0,9,21,8,0.25,77.03333333333333,2,0,0,40-50,0.01,1,0,0.0,617.5,1,0,0.0,617.5,1,0,0.0,617.5,3,0,0.0,5937.5,7,1,0.14285714285714285,10288.5,0.05,Electronics_COD,Electronics_TikTok,Chonburi_COD,1,full_feature_frame
Male,34,Bronze,Phuket,2307,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,1,0,11,36,7,0.0,73.33333333333333,2,0,0,30-40,0.01,0,0,0.0,0.0,1,0,0.0,2090.0,2,0,0.0,3980.5,3,0,0.0,4692.5,5,0,0.0,19892.5,0.05,Electronics_Credit_Card,Electronics_Mobile_App,Phuket_Credit_Card,0,full_feature_frame
Female,50,Gold,Khon Kaen,620,Supplement,GlowDrink,4.3,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,COD,2,1200.0,0.15,0.0,0.15,360.0,2040.0,1,0,11,11,13,0.08,17.1,2,0,0,40-50,0.0,1,0,0.0,1275.0,2,0,0.0,2966.5,4,0,0.0,6111.5,6,1,0.16666666666666666,8738.0,13,1,0.07692307692307693,16373.0,0.15,Supplement_COD,Supplement_Shopee,Khon Kaen_COD,0,full_feature_frame
Female,29,Silver,Bangkok,1459,Electronics,ShieldCase,4.4,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,Bank_Transfer,2,350.0,0.1,0.0,0.1,70.0,630.0,2,0,12,247,7,0.57,45.06666666666667,2,0,0,20-30,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,3,0.75,7321.5,0.1,Electronics_Bank_Transfer,Electronics_TikTok,Bangkok_Bank_Transfer,1,full_feature_frame
Male,35,Bronze,Songkhla,689,Electronics,SoundMax,4.0,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,Credit_Card,1,1200.0,0.05,0.0,0.05,60.0,1140.0,1,0,16,100,11,0.45,19.4,2,0,0,30-40,0.05,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,3,0.6,7287.0,9,5,0.5555555555555556,14773.0,0.05,Electronics_Credit_Card,Electronics_TV_Show,Songkhla_Credit_Card,1,full_feature_frame
